,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
171,Tenaska Gateway Generating Station,55132_G_STG1,55132,G,STG1,,Combined Cycle,,ERC_GWAY,Texas,48.0,Rusk,401.0,48401.0,398.0,7348.0,2001.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03339,0.03339,0.03339,0.03339,,,,,,,,,,,,Natural Gas,55132.0,32.017826,-94.619743,,,,,,,3.419101677638398,117.0,4.0,126.56400000000001,40631.74744330814,159.20000000000002,0.0,13170.0,3.5999999999999996,28.723559127286947,1,0.0,1,1,0,False,False,False,55132+STG1,,,,,,,,,,,,
172,Rio Nogales Power Project,55137_G_CTG1,55137,G,CTG1,3975.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,3.419101677638398,117.0,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG1,,,,,,,,,,,,
173,Rio Nogales Power Project,55137_G_CTG2,55137,G,CTG2,3976.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,3.419101677638398,117.0,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG2,,,,,,,,,,,,
174,Rio Nogales Power Project,55137_G_CTG3,55137,G,CTG3,3977.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,3.419101677638398,117.0,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+CTG3,,,,,,,,,,,,
175,Rio Nogales Power Project,55137_G_STG1,55137,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,323.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,3.419101677638398,117.0,4.0,102.714,32975.01111605158,129.20000000000002,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,55137+STG1,,,,,,,,,,,,
176,Wolf Hollow I LP,55139_G_CTG1,55139,G,CTG1,3981.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,212.5,8074.0,2003.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,3.419101677638398,117.0,4.0,67.575,21694.08626056025,85.0,0.0,13170.0,3.5999999999999996,31.205826945252426,1,0.0,1,1,0,False,False,False,55139+CTG1,,,,,,,,,,,,
177,Wolf Hollow I LP,55139_G_CTG2,55139,G,CTG2,3982.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,212.5,8074.0,2003.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,3.419101677638398,117.0,4.0,67.575,21694.08626056025,85.0,0.0,13170.0,3.5999999999999996,31.205826945252426,1,0.0,1,1,0,False,False,False,55139+CTG2,,,,,,,,,,,,
178,Wolf Hollow I LP,55139_G_ST,55139,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,280.0,8074.0,2003.0,9999,,,N,Natural Gas,,,,NH3,SCR,2003.0,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,3.419101677638398,117.0,4.0,89.04,28585.14895509115,112.0,0.0,13170.0,3.5999999999999996,31.205826945252426,1,0.0,1,1,0,False,False,False,55139+ST,,,,,,,,,,,,
179,Hays Energy Project,55144_G_U1,55144,G,U1,4002.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7474.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01233,0.01233,0.01233,0.01233,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,3.419101677638398,117.0,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,29.154365938669386,1,0.0,1,1,0,False,False,False,55144+U1,,,,,,,,,,,,
180,Hays Energy Project,55144_G_U2,55144,G,U2,4003.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7452.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.0128,0.0128,0.0128,0.0128,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,3.419101677638398,117.0,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,29.07914570176134,1,0.0,1,1,0,False,False,False,55144+U2,,,,,,,,,,,,
181,Hays Energy Project,55144_G_U3,55144,G,U3,4004.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,224.0,7473.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01212,0.01212,0.01212,0.01212,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,3.419101677638398,117.0,4.0,71.232,22868.11916407292,89.60000000000001,0.0,13170.0,3.5999999999999996,29.150946836991743,1,0.0,1,1,0,False,False,False,55144+U3,,,,,,,,,,,,
182,Hays Energy Project,55144_G_U4,55144,G,U4,4005.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,227.0,7446.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01168,0.01168,0.01168,0.01168,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,3.419101677638398,117.0,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,29.05863109169551,1,0.0,1,1,0,False,False,False,55144+U4,,,,,,,,,,,,
183,Guadalupe Generating Station,55153_G_CTG1,55153,G,CTG1,4028.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG1,,,,,,,,,,,,
184,Guadalupe Generating Station,55153_G_CTG2,55153,G,CTG2,4029.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG2,,,,,,,,,,,,
185,Guadalupe Generating Station,55153_G_CTG3,55153,G,CTG3,4030.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG3,,,,,,,,,,,,
186,Guadalupe Generating Station,55153_G_CTG4,55153,G,CTG4,4031.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+CTG4,,,,,,,,,,,,
187,Guadalupe Generating Station,55153_G_STG1,55153,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+STG1,,,,,,,,,,,,
188,Guadalupe Generating Station,55153_G_STG2,55153,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,3.419101677638398,117.0,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,28.744073737352778,1,0.0,1,1,0,False,False,False,55153+STG2,,,,,,,,,,,,
189,Lost Pines 1 Power Project,55154_G_CTA,55154,G,CTA,4032.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,3.419101677638398,117.0,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+CTA,,,,,,,,,,,,
190,Lost Pines 1 Power Project,55154_G_CTB,55154,G,CTB,4033.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,3.419101677638398,117.0,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+CTB,,,,,,,,,,,,
191,Lost Pines 1 Power Project,55154_G_ST,55154,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,172.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,3.419101677638398,117.0,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,28.193598367252996,1,0.0,1,1,0,False,False,False,55154+ST,,,,,,,,,,,,
192,Bastrop Energy Center,55168_G_0001,55168,G,0001,4046.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,3.419101677638398,117.0,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0001,,,,,,,,,,,,
193,Bastrop Energy Center,55168_G_0002,55168,G,0002,4047.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,149.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,3.419101677638398,117.0,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0002,,,,,,,,,,,,
194,Bastrop Energy Center,55168_G_0003,55168,G,0003,,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,227.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,3.419101677638398,117.0,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,29.94759752788149,1,0.0,1,1,0,False,False,False,55168+0003,,,,,,,,,,,,
195,Bosque County Peaking,55172_G_GT-1,55172,G,GT-1,4054.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,3.419101677638398,117.0,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,27.97477585988414,1,0.0,1,1,0,False,False,False,55172+GT-1,,,,,,,,,,,,
196,Bosque County Peaking,55172_G_GT-2,55172,G,GT-2,4055.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,3.419101677638398,117.0,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,27.97477585988414,1,0.0,1,1,0,False,False,False,55172+GT-2,,,,,,,,,,,,
197,Bosque County Peaking,55172_G_GT-3,55172,G,GT-3,4056.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,3.419101677638398,117.0,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,27.97477585988414,1,0.0,1,1,0,False,False,False,55172+GT-3,,,,,,,,,,,,
198,Bosque County Peaking,55172_G_ST-4,55172,G,ST-4,,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,86.0,7129.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,3.419101677638398,117.0,4.0,54.954,8779.724321920854,34.4,0.0,13170.0,3.5999999999999996,27.97477585988414,1,0.0,1,1,0,False,False,False,55172+ST-4,,,,,,,,,,,,
199,Bosque County Peaking,55172_G_ST-5,55172,G,ST-5,,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,200.0,7129.0,2010.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,3.419101677638398,117.0,4.0,63.6,20417.96353935082,80.0,0.0,13170.0,3.5999999999999996,27.97477585988414,1,0.0,1,1,0,False,False,False,55172+ST-5,,,,,,,,,,,,
200,Channelview Cogeneration Plant,55187_G_GT1,55187,G,GT1,4077.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,3.419101677638398,117.0,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT1,,,,,,,,,,,,
201,Channelview Cogeneration Plant,55187_G_GT2,55187,G,GT2,4078.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,3.419101677638398,117.0,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT2,,,,,,,,,,,,
202,Channelview Cogeneration Plant,55187_G_GT3,55187,G,GT3,4079.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,3.419101677638398,117.0,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT3,,,,,,,,,,,,
203,Channelview Cogeneration Plant,55187_G_GT4,55187,G,GT4,4080.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,167.0,5500.0,2001.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,3.419101677638398,117.0,4.0,53.106,17048.999555357936,66.8,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT4,,,,,,,,,,,,
204,Channelview Cogeneration Plant,55187_G_ST1,55187,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,144.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,2002.0,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,3.419101677638398,117.0,4.0,45.792,14700.933748332593,57.6,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+ST1,,,,,,,,,,,,
205,Corpus Christi Energy Center,55206_G_CT1,55206,G,CT1,4138.0,Combined Cycle,,ERC_REST,Texas,48.0,Nueces,355.0,48355.0,152.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,3.419101677638398,117.0,4.0,48.336,15517.652289906624,60.800000000000004,0.0,13170.0,3.5999999999999996,35.3976456020371,1,0.0,1,1,0,False,False,False,55206+CT1,,,,,,,,,,,,
206,Corpus Christi Energy Center,55206_G_CT2,55206,G,CT2,4139.0,Combined Cycle,,ERC_REST,Texas,48.0,Nueces,355.0,48355.0,152.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,3.419101677638398,117.0,4.0,48.336,15517.652289906624,60.800000000000004,0.0,13170.0,3.5999999999999996,35.3976456020371,1,0.0,1,1,0,False,False,False,55206+CT2,,,,,,,,,,,,
207,Corpus Christi Energy Center,55206_G_ST1,55206,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Nueces,355.0,48355.0,165.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,3.419101677638398,117.0,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,35.3976456020371,1,0.0,1,1,0,False,False,False,55206+ST1,,,,,,,,,,,,
208,Odessa Ector Generating Station,55215_G_CTG1,55215,G,CTG1,4149.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,148.9,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,47.3502,15201.173855046687,59.56,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG1,,,,,,,,,,,,
209,Odessa Ector Generating Station,55215_G_CTG2,55215,G,CTG2,4150.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,135.2,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,42.993599999999994,13802.543352601153,54.08,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG2,,,,,,,,,,,,
210,Odessa Ector Generating Station,55215_G_CTG3,55215,G,CTG3,4151.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,136.7,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,43.4706,13955.678079146284,54.68,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG3,,,,,,,,,,,,
211,Odessa Ector Generating Station,55215_G_CTG4,55215,G,CTG4,4152.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,142.8,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,45.4104,14578.42596709649,57.120000000000005,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG4,,,,,,,,,,,,
212,Odessa Ector Generating Station,55215_G_STG1,55215,G,STG1,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,208.9,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,66.4302,21326.562916851934,83.56,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+STG1,,,,,,,,,,,,
213,Odessa Ector Generating Station,55215_G_STG2,55215,G,STG2,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,211.5,7428.0,2001.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,3.419101677638398,117.0,4.0,67.257,21591.996442863496,84.60000000000001,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+STG2,,,,,,,,,,,,
214,Ennis Power Company LLC,55223_G_GT1,55223,G,GT1,4182.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,245.1,7142.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02713,0.02713,0.02713,0.02713,,,,,,,,,,,,Natural Gas,55223.0,32.32,-96.675,,,,,,,3.419101677638398,117.0,4.0,77.9418,25022.214317474434,98.04,0.0,13170.0,3.5999999999999996,28.01922418169344,1,0.0,1,1,0,False,False,False,55223+GT1,,,,,,,,,,,,
215,Ennis Power Company LLC,55223_G_ST1,55223,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,114.4,7142.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.02713,0.02713,0.02713,0.02713,,,,,,,,,,,,Natural Gas,55223.0,32.32,-96.675,,,,,,,3.419101677638398,117.0,4.0,36.379200000000004,11679.07514450867,45.760000000000005,0.0,13170.0,3.5999999999999996,28.01922418169344,1,0.0,1,1,0,False,False,False,55223+ST1,,,,,,,,,,,,
216,Freestone Energy Center,55226_G_GT1,55226,G,GT1,4192.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,153.0,7196.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03113,0.03113,0.03113,0.03113,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,3.419101677638398,117.0,4.0,48.654,15619.742107603379,61.2,0.0,13170.0,3.5999999999999996,28.20385567228591,1,0.0,1,1,0,False,False,False,55226+GT1,,,,,,,,,,,,
217,Freestone Energy Center,55226_G_GT2,55226,G,GT2,4193.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,153.0,7196.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03113,0.03113,0.03113,0.03113,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,3.419101677638398,117.0,4.0,48.654,15619.742107603379,61.2,0.0,13170.0,3.5999999999999996,28.20385567228591,1,0.0,1,1,0,False,False,False,55226+GT2,,,,,,,,,,,,
