,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
179,Tenaska Frontier Generation Station,55062_G_GTG2,55062,G,GTG2,3844.0,Combined Cycle,,ERC_FRNT,Texas,48,Grimes,185,48185,155.0,7077.0,2000.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.26102283606551,117.0,POINT (-95.9178 30.5924),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,26.678258610835613,1,0.0,1,1,False,False,False,False,55062+GTG2
180,Tenaska Frontier Generation Station,55062_G_GTG3,55062,G,GTG3,3845.0,Combined Cycle,,ERC_FRNT,Texas,48,Grimes,185,48185,155.0,7077.0,2000.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.26102283606551,117.0,POINT (-95.9178 30.5924),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,26.678258610835613,1,0.0,1,1,False,False,False,False,55062+GTG3
181,Tenaska Frontier Generation Station,55062_G_STG1,55062,G,STG1,,Combined Cycle,,ERC_FRNT,Texas,48,Grimes,185,48185,395.0,7077.0,2000.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.26102283606551,117.0,POINT (-95.9178 30.5924),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,125.61,40325.47799021787,158.0,0.0,13170.0,3.5999999999999996,26.678258610835613,1,0.0,1,1,False,False,False,False,55062+STG1
182,Rio Nogales Power Project,55137_G_CTG1,55137,G,CTG1,3975.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.26102283606551,117.0,POINT (-97.973215 29.593056),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,55137+CTG1
183,Rio Nogales Power Project,55137_G_CTG2,55137,G,CTG2,3976.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.26102283606551,117.0,POINT (-97.973215 29.593056),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,55137+CTG2
184,Rio Nogales Power Project,55137_G_CTG3,55137,G,CTG3,3977.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,163.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.26102283606551,117.0,POINT (-97.973215 29.593056),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,55137+CTG3
185,Rio Nogales Power Project,55137_G_STG1,55137,G,STG1,,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,323.0,7050.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,,3.26102283606551,117.0,POINT (-97.973215 29.593056),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,102.714,32975.01111605158,129.20000000000002,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,55137+STG1
186,Hays Energy Project,55144_G_U1,55144,G,U1,4002.0,Combined Cycle,,ERC_REST,Texas,48,Hays,209,48209,215.0,7474.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01233,0.01233,0.01233,0.01233,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.26102283606551,117.0,POINT (-97.9894 29.7806),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,27.972884676753623,1,0.0,1,1,False,False,False,False,55144+U1
187,Hays Energy Project,55144_G_U2,55144,G,U2,4003.0,Combined Cycle,,ERC_REST,Texas,48,Hays,209,48209,215.0,7452.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.0128,0.0128,0.0128,0.0128,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.26102283606551,117.0,POINT (-97.9894 29.7806),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,27.90114217436018,1,0.0,1,1,False,False,False,False,55144+U2
188,Hays Energy Project,55144_G_U3,55144,G,U3,4004.0,Combined Cycle,,ERC_REST,Texas,48,Hays,209,48209,224.0,7473.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01212,0.01212,0.01212,0.01212,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.26102283606551,117.0,POINT (-97.9894 29.7806),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,71.232,22868.11916407292,89.60000000000001,0.0,13170.0,3.5999999999999996,27.96962365391755,1,0.0,1,1,False,False,False,False,55144+U3
189,Hays Energy Project,55144_G_U4,55144,G,U4,4005.0,Combined Cycle,,ERC_REST,Texas,48,Hays,209,48209,227.0,7446.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01168,0.01168,0.01168,0.01168,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.26102283606551,117.0,POINT (-97.9894 29.7806),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,27.881576037343784,1,0.0,1,1,False,False,False,False,55144+U4
190,Guadalupe Generating Station,55153_G_CTG1,55153,G,CTG1,4028.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+CTG1
191,Guadalupe Generating Station,55153_G_CTG2,55153,G,CTG2,4029.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+CTG2
192,Guadalupe Generating Station,55153_G_CTG3,55153,G,CTG3,4030.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+CTG3
193,Guadalupe Generating Station,55153_G_CTG4,55153,G,CTG4,4031.0,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,148.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+CTG4
194,Guadalupe Generating Station,55153_G_STG1,55153,G,STG1,,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,197.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+STG1
195,Guadalupe Generating Station,55153_G_STG2,55153,G,STG2,,Combined Cycle,,ERC_REST,Texas,48,Guadalupe,187,48187,197.0,7354.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.26102283606551,117.0,POINT (-98.14190000000001 29.6244),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,27.581561936425757,1,0.0,1,1,False,False,False,False,55153+STG2
196,Lost Pines 1 Power Project,55154_G_CTA,55154,G,CTA,4032.0,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,169.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.26102283606551,117.0,POINT (-97.2714 30.1478),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,27.05653725981921,1,0.0,1,1,False,False,False,False,55154+CTA
197,Lost Pines 1 Power Project,55154_G_CTB,55154,G,CTB,4033.0,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,169.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.26102283606551,117.0,POINT (-97.2714 30.1478),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,27.05653725981921,1,0.0,1,1,False,False,False,False,55154+CTB
198,Lost Pines 1 Power Project,55154_G_ST,55154,G,ST,,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,172.0,7193.0,2001.0,9999,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,,3.26102283606551,117.0,POINT (-97.2714 30.1478),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,27.05653725981921,1,0.0,1,1,False,False,False,False,55154+ST
199,Bastrop Energy Center,55168_G_0001,55168,G,0001,4046.0,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,149.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.26102283606551,117.0,POINT (-97.55 30.1458),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,28.72944197472082,1,0.0,1,1,False,False,False,False,55168+0001
200,Bastrop Energy Center,55168_G_0002,55168,G,0002,4047.0,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,149.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.26102283606551,117.0,POINT (-97.55 30.1458),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,28.72944197472082,1,0.0,1,1,False,False,False,False,55168+0002
201,Bastrop Energy Center,55168_G_0003,55168,G,0003,,Combined Cycle,,ERC_REST,Texas,48,Bastrop,21,48021,227.0,7706.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.02821,0.02821,0.02821,0.02821,,,,,,,,,,,,Natural Gas,55168.0,30.1458,-97.55,,,,,,,,,3.26102283606551,117.0,POINT (-97.55 30.1458),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,28.72944197472082,1,0.0,1,1,False,False,False,False,55168+0003
202,Robert Mueller Energy Center,56374_G_DG1,56374,G,DG1,,Combustion Turbine,IC Engine,ERC_REST,Texas,48,Travis,453,48453,1.5,10745.0,2006.0,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,3.0,1.77612,1.77612,1.77612,1.77612,,,,,,,,,,,,Distillate Fuel Oil,56374.0,30.304994,-97.707675,,,,,,,,,17.085341243932298,160.1,POINT (-97.70767499999999 30.304994),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,1.0,0.513,38.28368163628279,0.375,0.0,7340.0,15.45,199.03199166605253,0,0.0,1,1,False,False,False,False,56374+DG1
205,Central Utility Plant - Texas A&M,58151_G_GTG01,58151,G,GTG01,,Combined Cycle,,ERC_REST,Texas,48,Brazos,41,48041,32.4,7780.0,2011.0,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,,3.26102283606551,117.0,POINT (-96.343333 30.617778),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,20.703599999999998,3307.7100933748334,12.96,0.0,13170.0,3.5999999999999996,28.970757664589662,1,0.0,1,1,False,False,False,False,58151+GTG01
206,Central Utility Plant - Texas A&M,58151_G_STG02,58151,G,STG02,,Combined Cycle,,ERC_REST,Texas,48,Brazos,41,48041,11.0,7780.0,2011.0,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,FR + LNB,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,,3.26102283606551,117.0,POINT (-96.343333 30.617778),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,7.029,1122.9879946642952,4.4,0.0,13170.0,3.5999999999999996,28.970757664589662,1,0.0,1,1,False,False,False,False,58151+STG02
208,Rabbit Hill Energy Storage Project,60649_G_1,60649,G,1,,Energy Storage,,ERC_REST,Texas,48,Williamson,491,48491,9.9,0.0,2017.0,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60649.0,30.587828,-97.687023,,,39.6,9.9,9.9,,0.81,0.0,0.0,0.0,POINT (-97.687023 30.587828),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,0.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,False,False,False,False,60649+1
210,Fayette Power Project,6179_B_1,6179,B,1,2827.0,Coal Steam,,ERC_REST,Texas,48,Fayette,149,48149,590.0,10594.0,1979.0,9999,tangential,dry,N,Subbituminous,Wet Scrubber,2011.0,0.97,LNC3,,,,ESPC,No,ACI,2016.0,,1.2,0.106,0.106,0.106,0.106,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7568728288292519,214.3,POINT (-96.75060000000001 29.9172),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,12.0,105.61,60232.99244108493,236.0,0.0,37800.0,4.47,23.082310748617093,1,0.0,1,1,False,False,False,False,6179+1
211,Fayette Power Project,6179_B_2,6179,B,2,2828.0,Coal Steam,,ERC_REST,Texas,48,Fayette,149,48149,590.0,10591.0,1980.0,9999,tangential,dry,N,Subbituminous,Wet Scrubber,2011.0,0.97,LNC3,,,,ESPC,No,ACI,2016.0,,1.2,0.11798,0.11798,0.11798,0.11798,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7568728288292519,214.3,POINT (-96.75060000000001 29.9172),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,12.0,105.61,60232.99244108493,236.0,0.0,37800.0,4.47,23.07704013013061,1,0.0,1,1,False,False,False,False,6179+2
212,Fayette Power Project,6179_B_3,6179,B,3,2829.0,Coal Steam,,ERC_REST,Texas,48,Fayette,149,48149,435.0,10631.0,1988.0,9999,tangential,dry,N,Subbituminous,Wet Scrubber,1988.0,0.9,LNC3,,,,ESPC,No,ACI,2016.0,,0.6,0.12284,0.12284,0.12284,0.12284,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7568728288292519,214.3,POINT (-96.75060000000001 29.9172),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,12.0,77.865,44409.070698088035,174.0,0.0,37800.0,4.47,23.147315043283776,1,0.0,1,1,False,False,False,False,6179+3
213,Dansby,6243_B_1,6243,B,1,2860.0,O/G Steam,,ERC_REST,Texas,48,Brazos,41,48041,110.0,14500.0,1978.0,9999,wall,dry,N,Natural Gas,,,,LNB + OFA,,,,,,,,,0.2,0.089,0.089,0.089,0.089,,,,,,,,,,,,Natural Gas,6243.0,30.7217,-96.4608,,,,,,,,,3.26102283606551,117.0,POINT (-96.46080000000001 30.7217),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,7.0,25.41,11229.879946642952,44.0,0.0,37800.0,4.47,51.754831122949895,1,0.0,1,1,False,False,False,False,6243+1
214,Sand Hill,7900_G_5A,7900,G,5A,10015.0,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,161.0,7749.0,2004.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.26102283606551,117.0,POINT (-97.6129 30.2098),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.198,16436.46064917741,64.4,0.0,13170.0,3.5999999999999996,28.86966595667164,1,0.0,1,1,False,False,False,False,7900+5A
215,Sand Hill,7900_G_5C,7900,G,5C,,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,151.0,7749.0,2004.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.26102283606551,117.0,POINT (-97.6129 30.2098),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,48.018,15415.562472209871,60.400000000000006,0.0,13170.0,3.5999999999999996,28.86966595667164,1,0.0,1,1,False,False,False,False,7900+5C
216,Sand Hill,7900_G_SH7,7900,G,SH7,90520.0,Combustion Turbine,,ERC_REST,Texas,48,Travis,453,48453,47.3,10745.0,2010.0,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.0195,0.0195,0.0195,0.0195,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.26102283606551,117.0,POINT (-97.6129 30.2098),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,1.0,16.1766,1207.2120942641175,18.919999999999998,0.0,7340.0,15.45,50.4896903735239,0,0.0,1,1,False,False,False,False,7900+SH7
219,Bayou Cogen Plant,10298_G_GT1,10298,G,GT1,88564.0,Combustion Turbine,,ERC_REST,Texas,48,Harris,201,48201,75.0,12445.0,2014.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.01927,0.01927,0.01927,0.01927,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.26102283606551,117.0,POINT (-95.0458 29.6225),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,56.033429194835264,0,0.0,1,1,False,False,False,False,10298+GT1
220,Bayou Cogen Plant,10298_G_GT2,10298,G,GT2,88564.0,Combustion Turbine,,ERC_REST,Texas,48,Harris,201,48201,75.0,9086.0,2015.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.02005,0.02005,0.02005,0.02005,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.26102283606551,117.0,POINT (-95.0458 29.6225),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,45.07965348849122,0,0.0,1,1,False,False,False,False,10298+GT2
221,Bayou Cogen Plant,10298_G_GT3,10298,G,GT3,88565.0,Combustion Turbine,,ERC_REST,Texas,48,Harris,201,48201,75.0,9086.0,2015.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.01849,0.01849,0.01849,0.01849,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.26102283606551,117.0,POINT (-95.0458 29.6225),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,45.07965348849122,0,0.0,1,1,False,False,False,False,10298+GT3
236,W A Parish,3470_B_WAP5,3470,B,WAP5,2378.0,Coal Steam,,ERC_REST,Texas,48,Fort Bend,157,48157,659.0,10556.0,1977.0,9999,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.05513,0.05513,0.05513,0.05513,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7568728288292519,214.3,POINT (-95.6311 29.4828),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,12.0,117.961,67277.18986216096,263.6,0.0,37800.0,4.47,23.015549581121583,1,0.0,1,1,False,False,False,False,3470+WAP5
237,W A Parish,3470_B_WAP6,3470,B,WAP6,2379.0,Coal Steam,,ERC_REST,Texas,48,Fort Bend,157,48157,653.0,10529.0,1978.0,9999,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.08011,0.08011,0.08011,0.08011,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7568728288292519,214.3,POINT (-95.6311 29.4828),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,12.0,116.887,66664.65095598044,261.2,0.0,37800.0,4.47,22.968114014743193,1,0.0,1,1,False,False,False,False,3470+WAP6
238,W A Parish,3470_B_WAP7,3470,B,WAP7,2380.0,Coal Steam,,ERC_REST,Texas,48,Fort Bend,157,48157,577.0,10483.0,1980.0,9999,tangential,dry,N,Subbituminous,,,,LNB,SCR,2004.0,,B,,ACI,2015.0,,1.2,0.04331,0.04331,0.04331,0.04331,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7568728288292519,214.3,POINT (-95.6311 29.4828),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,12.0,103.283,58905.82481102712,230.8,0.0,37800.0,4.47,22.887297864617047,1,0.0,1,1,False,False,False,False,3470+WAP7
239,W A Parish,3470_B_WAP8,3470,B,WAP8,2381.0,Coal Steam,,ERC_REST,Texas,48,Fort Bend,157,48157,610.0,10533.0,1982.0,9999,tangential,dry,N,Subbituminous,Wet Scrubber,1982.0,0.85,LNB,SCR,2004.0,,B,,ACI,2015.0,,0.36,0.05501,0.05501,0.05501,0.05501,0.1,0.1,0.1,0.9,,,Y,0.354,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7568728288292519,214.3,POINT (-95.6311 29.4828),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,12.0,109.19,62274.78879502001,244.0,0.0,37800.0,4.47,22.97514150605851,1,0.0,1,1,False,False,False,False,3470+WAP8
